,x
sector745,Real estate and rental and leasing
sector746,Real estate and rental and leasing
sector747,"Professional, scientific, and technical services"
sector748,"Professional, scientific, and technical services"
sector749,Management of companies and enterprises
sector750,Administrative and support and waste management and remediation services
sector751,Administrative and support and waste management and remediation services
sector752,Educational services
sector753,Health care and social assistance
sector754,Health care and social assistance
sector755,"Arts, entertainment, and recreation"
sector756,"Arts, entertainment, and recreation"
sector757,Accommodation and food services
sector758,Accommodation and food services
sector759,Total for all sectors
sector760,Total for all sectors
sector761,Construction
sector762,Retail trade
sector763,Administrative and support and waste management and remediation services
sector764,Educational services
sector765,Other services (except public administration)(609)
sector766,Total for all sectors
sector767,Total for all sectors
sector768,Total for all sectors
sector769,Manufacturing
sector770,Manufacturing
sector771,Wholesale trade
sector772,Wholesale trade
sector773,Retail trade
sector774,Retail trade
sector775,Transportation and warehousing(607)
sector776,Finance and insurance(608)
sector777,Administrative and support and waste management and remediation services
sector778,Administrative and support and waste management and remediation services
sector779,Health care and social assistance
sector780,Health care and social assistance
sector781,Total for all sectors
sector782,Total for all sectors
sector783,Total for all sectors
sector784,Manufacturing
sector785,Retail trade
sector786,Finance and insurance(608)
sector787,Administrative and support and waste management and remediation services
sector788,Educational services
sector789,Health care and social assistance
sector790,Accommodation and food services
sector791,Other services (except public administration)(609)
sector792,Total for all sectors
sector793,Total for all sectors
sector794,Total for all sectors
sector795,"Agriculture, forestry, fishing and hunting(606)"
sector796,"Mining, quarrying, and oil and gas extraction"
sector797,Construction
sector798,Manufacturing
sector799,Manufacturing
sector800,Wholesale trade
sector801,Wholesale trade
sector802,Retail trade
sector803,Retail trade
sector804,Retail trade
sector805,Transportation and warehousing(607)
sector806,Transportation and warehousing(607)
sector807,Information
sector808,Information
sector809,Finance and insurance(608)
sector810,Finance and insurance(608)
sector811,Real estate and rental and leasing
sector812,"Professional, scientific, and technical services"
sector813,"Professional, scientific, and technical services"
sector814,Administrative and support and waste management and remediation services
sector815,Administrative and support and waste management and remediation services
sector816,Educational services
sector817,Health care and social assistance
sector818,Health care and social assistance
sector819,"Arts, entertainment, and recreation"
sector820,Accommodation and food services
sector821,Accommodation and food services
sector822,Other services (except public administration)(609)
sector823,Total for all sectors
sector824,Total for all sectors
sector825,Manufacturing
sector826,Wholesale trade
sector827,Retail trade
sector828,Retail trade
sector829,Information
sector830,Administrative and support and waste management and remediation services
sector831,Health care and social assistance
sector832,Accommodation and food services
sector833,Other services (except public administration)(609)
sector834,Total for all sectors
sector835,Total for all sectors
sector836,Retail trade
sector837,Transportation and warehousing(607)
sector838,Administrative and support and waste management and remediation services
sector839,Administrative and support and waste management and remediation services
sector840,Health care and social assistance
sector841,Total for all sectors
sector842,Total for all sectors
sector843,Health care and social assistance
sector844,Other services (except public administration)(609)
sector845,Other services (except public administration)(609)
sector846,Total for all sectors
sector847,Total for all sectors
sector848,Manufacturing
sector849,Manufacturing
sector850,Wholesale trade
sector851,Retail trade
sector852,"Professional, scientific, and technical services"
sector853,Total for all sectors
sector854,Total for all sectors
sector855,Transportation and warehousing(607)
sector856,Total for all sectors
sector857,Total for all sectors
sector858,Total for all sectors
sector859,"Agriculture, forestry, fishing and hunting(606)"
sector860,"Agriculture, forestry, fishing and hunting(606)"
sector861,"Mining, quarrying, and oil and gas extraction"
sector862,Construction
sector863,Construction
sector864,Construction
sector865,Manufacturing
sector866,Manufacturing
sector867,Manufacturing
sector868,Wholesale trade
sector869,Wholesale trade
sector870,Wholesale trade
sector871,Retail trade
sector872,Retail trade
sector873,Retail trade
sector874,Transportation and warehousing(607)
sector875,Transportation and warehousing(607)
sector876,Information
sector877,Information
sector878,Finance and insurance(608)
sector879,Finance and insurance(608)
sector880,Real estate and rental and leasing
sector881,Real estate and rental and leasing
sector882,Real estate and rental and leasing
sector883,"Professional, scientific, and technical services"
sector884,"Professional, scientific, and technical services"
sector885,"Professional, scientific, and technical services"
sector886,Administrative and support and waste management and remediation services
sector887,Administrative and support and waste management and remediation services
sector888,Administrative and support and waste management and remediation services
sector889,Educational services
sector890,Educational services
sector891,Health care and social assistance
sector892,Health care and social assistance
sector893,Health care and social assistance
sector894,"Arts, entertainment, and recreation"
sector895,"Arts, entertainment, and recreation"
sector896,"Arts, entertainment, and recreation"
sector897,Accommodation and food services
sector898,Accommodation and food services
sector899,Accommodation and food services
sector900,Other services (except public administration)(609)
sector901,Other services (except public administration)(609)
sector902,Other services (except public administration)(609)
